
1612448650936;148.29999999999998;145;149.17;149.02;147.4;146.6;148.7644;148.7400
1612448654423;148.29999999999998;145;149.17;149.02;147.4;146.6;148.7806;148.7502
1612448658756;149.60000000000002;144.1;149.17;149.02;147.4;146.6;148.7911;148.7573
1612448662051;149.60000000000002;144.1;148.99;148.9;147.4;146.6;148.7807;148.7232
1612448665303;149.60000000000002;144.1;148.99;148.9;147.4;146.6;148.7836;148.7641
1612448668627;149.60000000000002;144.1;149.01;148.9;147.4;146.6;148.8509;148.8347
1612448673369;149.60000000000002;143;149.01;148.9;147.4;146.6;148.5001;148.5000
1612448676605;149.60000000000002;143;148.91;148.85;147.4;146.6;148.4414;148.4122
1612448679986;149.60000000000002;143;148.91;148.85;147.4;146.6;148.4818;148.4681
1612448683332;149.60000000000002;143;148.91;148.85;147.4;146.6;148.4869;148.4680
1612448687172;149.60000000000002;143;148.91;148.85;147.4;146.6;148.4001;148.4000
1612448690664;149.60000000000002;143;148.56;148.55;147.4;146.6;148.2630;148.2466
1612448694013;149.60000000000002;143;148.56;148.55;147.4;146.6;148.3324;148.2789
1612448697285;149.60000000000002;143;148.48;148.35;147.4;146.6;148.3242;148.2008
1612448700993;149.60000000000002;143;148.48;148.35;147.4;146.6;148.3659;148.2000
1612448704678;149.60000000000002;143;148.41;148.28;147.4;146.6;148.3473;148.2676
1612448708082;149.60000000000002;143;148.41;148.28;147.4;146.6;148.3108;148.2680
1612448711437;149.60000000000002;143;148.41;148.28;147.4;146.6;148.4660;148.4168
1612448714711;149.60000000000002;143;148.41;148.28;147.4;146.6;148.5453;148.4479
1612448719917;149.60000000000002;143;148.51;148.41;147.4;146.6;148.6250;148.5171
1612448724242;149.60000000000002;143;148.51;148.41;147.4;146.6;148.6963;148.5668
1612448727512;149.60000000000002;143;148.89;148.6;147.4;146.6;148.6962;148.4850
1612448731379;149.60000000000002;143;148.89;148.6;147.4;146.6;148.6543;148.5653
1612448734853;149.60000000000002;143;148.91;148.69;147.4;146.6;148.5440;148.4704
1612448738178;149.60000000000002;143;148.91;148.69;147.4;146.6;148.6767;148.6613
1612448741450;149.60000000000002;143;148.91;148.69;147.4;146.6;148.6427;148.6033
1612448744939;149.60000000000002;143;148.91;148.69;147.4;146.6;148.6064;148.5539
1612448749507;149.60000000000002;143;148.92;148.7;147.4;146.6;148.6437;148.4363
1612448752740;149.60000000000002;143;148.92;148.7;147.4;146.6;148.5686;148.5372
1612448756116;149.60000000000002;143;148.78;148.56;147.4;146.6;148.6233;148.5750
1612448759476;149.60000000000002;143;148.78;148.56;147.4;146.6;148.3725;148.3640
1612448764731;149.60000000000002;143.1;148.78;148.56;147.4;146.6;148.6169;148.5999
1612448768085;149.60000000000002;143.1;148.78;148.56;147.4;146.6;148.6841;148.6473
1612448771424;149.60000000000002;143.1;148.63;148.49;147.4;146.6;148.6612;148.6553
1612448774698;149.60000000000002;143.1;148.63;148.49;147.4;146.6;148.5685;148.5526
1612448778889;149.29999999999998;143.1;148.88;148.65;147.4;146.6;148.5644;148.5531
1612448782276;149.29999999999998;143.1;148.88;148.65;147.4;146.6;148.5677;148.5557
1612448785594;149.29999999999998;143.1;148.8;148.62;147.4;146.6;148.5904;148.5383
1612448788979;149.29999999999998;143.1;148.8;148.62;147.4;146.6;148.5967;148.5752
1612448793246;149.29999999999998;143.1;148.8;148.62;147.4;146.6;148.5636;148.5451
1612448797685;149.29999999999998;143.1;148.8;148.62;147.4;146.6;148.5656;148.5538
1612448801176;149.29999999999998;143.1;148.8;148.61;147.4;146.6;148.5410;148.5218
1612448804697;149.29999999999998;143.1;148.8;148.61;147.4;146.6;148.6718;148.6537
1612448809362;149.29999999999998;143.1;148.73;148.58;147.4;146.6;148.5808;148.5595
1612448812685;149.29999999999998;143.1;148.73;148.58;147.4;146.6;148.6494;148.6272
1612448816076;149.29999999999998;143.1;148.83;148.64;147.4;146.6;148.4818;148.4628
1612448819422;149.29999999999998;143.1;148.83;148.64;147.4;146.6;148.5359;148.5176
1612448824214;149.29999999999998;143.1;148.83;148.64;147.4;146.6;148.5849;148.5603
1612448827519;149.29999999999998;143.1;148.83;148.64;147.4;146.6;148.6541;148.6308
1612448830904;149.29999999999998;143.1;148.71;148.54;147.4;146.6;148.6575;148.6359
1612448834190;149.29999999999998;143.1;148.71;148.54;147.4;146.6;148.6078;148.5785
1612448839029;149;144;148.85;148.68;147.4;146.6;148.6025;148.5909
1612448842341;149;144;148.85;148.68;147.4;146.6;148.6023;148.5947
1612448845719;149;144;148.79;148.68;147.4;146.6;148.6617;148.6278
1612448849132;149;144;148.79;148.68;147.4;146.6;148.6543;148.5845
1612448853632;149;144;148.79;148.68;147.4;146.6;148.5920;148.5593
1612448857609;149;144;148.79;148.68;147.4;146.6;148.6492;148.5919
1612448860995;149;144;148.79;148.68;147.4;146.6;148.6307;148.6068
1612448864277;149;144;148.79;148.68;147.4;146.6;148.5969;148.5614
1612448868968;149;144;148.81;148.68;147.4;146.6;148.6324;148.6162
1612448872274;149;144;148.81;148.68;147.4;146.6;148.6470;148.6204
1612448875527;149;144;148.85;148.68;147.4;146.6;148.6938;148.6645
1612448878967;149;144;148.85;148.68;147.4;146.6;148.6724;148.6723
1612448883564;149;144;148.85;148.68;147.4;146.6;148.6544;148.6437
1612448886873;149;144;148.85;148.68;147.4;146.6;148.5818;148.5653
1612448890366;149;144;148.88;148.7;147.4;146.6;148.5951;148.5787
1612448893641;149;144;148.88;148.7;147.4;146.6;148.6217;148.6122
1612448897860;149;144;148.79;148.66;147.4;146.6;148.6064;148.6063
1612448901295;149;144;148.79;148.66;147.4;146.6;148.6586;148.6159
1612448904515;149;144;148.83;148.66;147.4;146.6;148.6613;148.6411
1612448907926;149;144;148.83;148.66;147.4;146.6;148.6497;148.6421
1612448912344;149;144;148.83;148.66;147.4;146.6;148.7330;148.7086
1612448916694;149;144;148.83;148.66;147.4;146.6;148.6497;148.6153
1612448920090;149;144;148.85;148.67;147.4;146.6;148.6033;148.5635
1612448944668;149;144;148.85;148.67;147.4;146.6;148.5814;148.5500
1612448948231;149;144;148.68;148.57;147.4;146.6;148.5851;148.5598
1612448951892;149;144;148.68;148.57;147.4;146.6;148.6554;148.6408
1612448955294;149;144;148.75;148.61;147.4;146.6;148.7183;148.6871
1612448959681;149;144;148.75;148.61;147.4;146.6;148.7622;148.7191
1612448962974;149;144;148.75;148.61;147.4;146.6;148.6708;148.6398
1612448966305;149;144;148.75;148.61;147.4;146.6;148.6884;148.6724
1612448969594;149;144;148.95;148.75;147.4;146.6;148.6691;148.6515
1612448974121;149;144;148.95;148.75;147.4;146.6;148.5995;148.5823
1612448977448;149;144;148.86;148.69;147.4;146.6;148.5966;148.5594
1612448980785;149;144;148.86;148.69;147.4;146.6;148.6422;148.6263
1612448984139;149;144;148.86;148.69;147.4;146.6;148.5854;148.5717
1612448988801;149;144;148.86;148.69;147.4;146.6;148.5830;148.5717
1612448992082;149;144;148.85;148.65;147.4;146.6;148.6257;148.5799
1612448995352;149;144;148.85;148.65;147.4;146.6;148.5645;148.5370
1612448998794;149;144;148.75;148.59;147.4;146.6;148.5456;148.5381
1612449003256;149;144;148.75;148.59;147.4;146.6;148.6339;148.6022
1612449006557;149;144;148.76;148.57;147.4;146.6;148.7550;148.6947
1612449009872;149;144;148.76;148.57;147.4;146.6;148.8606;148.7888
1612449013198;149;144;148.76;148.57;147.4;146.6;148.7272;148.6849
1612449017422;148.79999999999998;144;148.76;148.57;147.4;146.6;148.7656;148.7440
1612449020973;148.79999999999998;144;149.04;148.83;147.4;146.6;148.7051;148.6992
1612449024381;148.79999999999998;144;149.04;148.83;147.4;146.6;148.7059;148.6992
1612449027788;148.79999999999998;144;148.94;148.73;147.4;146.6;148.7602;148.7139
1612449031537;148.79999999999998;144;148.94;148.73;147.4;146.6;148.9086;148.8721
1612449035485;148.79999999999998;144;149.08;148.87;147.4;146.6;148.9066;148.8765
1612449038825;148.79999999999998;144;149.08;148.87;147.4;146.6;148.9075;148.8765
1612449042198;148.79999999999998;144;149.08;148.87;147.4;146.6;148.8396;148.8196
1612449046048;148.79999999999998;144;149.08;148.87;147.4;146.6;148.8149;148.7443
1612449050015;148.79999999999998;144;149.1;148.91;147.4;146.6;148.8476;148.7713
1612449053277;148.79999999999998;144;149.1;148.91;147.4;146.6;148.7716;148.7302
1612449056627;148.79999999999998;144;149;148.86;147.4;146.6;148.7176;148.6816
1612449060035;148.79999999999998;144;149;148.86;147.4;146.6;148.6902;148.6742
1612449064444;148.79999999999998;144;149;148.86;147.4;146.6;148.6618;148.6547
1612449067838;148.79999999999998;144;149;148.86;147.4;146.6;148.6618;148.6294
1612449071124;148.79999999999998;144;148.92;148.72;147.4;146.6;148.6315;148.5773
1612449074632;148.79999999999998;144;148.92;148.72;147.4;146.6;148.7043;148.6734
1612449079318;148.7;144.2;148.86;148.7;147.4;146.6;148.6556;148.6239
1612449082642;148.7;144.2;148.86;148.7;147.4;146.6;148.6449;148.6171
1612449085994;148.7;144.2;148.87;148.7;147.4;146.6;148.5831;148.5554
1612449089309;148.7;144.2;148.87;148.7;147.4;146.6;148.5313;148.4724
1612449093562;148.7;144.2;148.87;148.7;147.4;146.6;148.4617;148.4616
1612449096883;148.7;144.2;148.87;148.7;147.4;146.6;148.4988;148.4616
1612449100332;148.7;144.2;148.67;148.49;147.4;146.6;148.5637;148.5285
1612449103737;148.7;144.2;148.67;148.49;147.4;146.6;148.4799;148.4691
1612449108149;148.7;144.2;148.72;148.55;147.4;146.6;148.4724;148.4617
1612449111745;148.7;144.2;148.72;148.55;147.4;146.6;148.2727;148.2726
1612449115017;148.7;144.2;148.53;148.41;147.4;146.6;148.2942;148.2630
1612449118321;148.7;144.2;148.53;148.41;147.4;146.6;148.2925;148.2730
1612449122515;148.7;144.2;148.53;148.41;147.4;146.6;148.4241;148.3911
1612449125903;148.7;144.2;148.53;148.41;147.4;146.6;148.4621;148.4370
1612449129420;148.7;144.2;148.51;148.42;147.4;146.6;148.4235;148.3890
1612449132851;148.7;144.2;148.51;148.42;147.4;146.6;148.3754;148.3554
1612449136807;148.7;144.2;148.51;148.43;147.4;146.6;148.3403;148.3169
1612449140536;148.5;144.2;148.51;148.43;147.4;146.6;148.3107;148.2630
1612449143866;148.5;144.2;148.51;148.43;147.4;146.6;148.4105;148.3648
1612449147234;148.5;144.2;148.51;148.43;147.4;146.6;148.3468;148.3086
