
1612437500625;-2.1430835887139454;-2.295987108023134;37040.799999999996;37852;36983.9;37853;36600;36300.1
1612437503303;-2.1430835887139454;-2.295987108023134;37040.799999999996;37852;36983.9;37853;36600;36300.1
1612437506020;-2.1430835887139454;-2.295987108023134;37040.799999999996;37852;36983.9;37853;36600;36300.1
1612437509387;-2.187013124191306;-2.3398468444679077;37040.799999999996;37869;36983.9;37870;36600;36300.1
1612437513120;-2.160078164197632;-2.3398468444679077;37051;37869;36983.9;37870;36600;36300.1
1612437515798;-2.1626617375231083;-2.3527392739273845;37051;37870;36983.9;37875;36600;36300.1
1612437518497;-2.1626617375231083;-2.3527392739273845;37051;37870;36983.9;37875;36600;36300.1
1612437521209;-2.1626617375231083;-2.3527392739273845;37051;37870;36983.9;37875;36600;36300.1
1612437523991;-2.1729946665258515;-2.3527392739273845;37051;37874;36983.9;37875;36600;36300.1
1612437527700;-2.2099593388604344;-2.3527392739273845;37037;37874;36983.9;37875;36600;36300.1
1612437530437;-2.2099593388604344;-2.3527392739273845;37037;37874;36983.9;37875;36600;36300.1
1612437533190;-2.2099593388604344;-2.3527392739273845;37037;37874;36983.9;37875;36600;36300.1
1612437536103;-2.217704675660692;-2.3785139237165076;37037;37877;36983.9;37885;36600;36300.1
1612437538824;-2.217704675660692;-2.3785139237165076;37037;37877;36983.9;37885;36600;36300.1
1612437542617;-2.217704675660692;-2.3785139237165076;37037;37877;36983.9;37885;36600;36300.1
1612437545287;-2.2331916690863984;-2.3785139237165076;37037;37883;36983.9;37885;36600;36300.1
1612437547992;-2.2331916690863984;-2.3785139237165076;37037;37883;36983.9;37885;36600;36300.1
1612437550832;-2.2331916690863984;-2.3785139237165076;37037;37883;36983.9;37885;36600;36300.1
1612437553535;-2.2331916690863984;-2.3785139237165076;37037;37883;36983.9;37885;36600;36300.1
1612437556931;-2.2331916690863984;-2.3785139237165076;37037;37883;36983.9;37885;36600;36300.1
1612437560081;-2.2592817373407015;-2.459760409520284;37040.799999999996;37897;36965.8;37898;36600;36300.1
1612437562844;-2.2592817373407015;-2.459760409520284;37040.799999999996;37897;36965.8;37898;36600;36300.1
1612437565553;-2.2592817373407015;-2.459760409520284;37040.799999999996;37897;36965.8;37898;36600;36300.1
1612437568285;-2.2695971082557276;-2.508637286705162;37040.799999999996;37901;36965.8;37917;36600;36300.1
1612437571369;-2.2695971082557276;-2.508637286705162;37040.799999999996;37901;36965.8;37917;36600;36300.1
1612437574340;-2.290221319475594;-2.4957797003587134;37040.799999999996;37909;36965.8;37912;36600;36300.1
1612437577056;-2.290221319475594;-2.4957797003587134;37040.799999999996;37909;36965.8;37912;36600;36300.1
1612437579755;-2.290221319475594;-2.4957797003587134;37040.799999999996;37909;36965.8;37912;36600;36300.1
1612437582505;-2.290221319475594;-2.4957797003587134;37040.799999999996;37909;36965.8;37912;36600;36300.1
1612437585520;-2.290221319475594;-2.4957797003587134;37040.799999999996;37909;36965.8;37912;36600;36300.1
1612437589150;-2.2927987338433264;-2.500923141847333;37040.799999999996;37910;36965.8;37914;36600;36300.1
