
1612448650936;-1.4909779045283789;-2.1490620336815147;36959.6;36721.5;37528;37519;36620;36500;37475.35;37469.09
1612448654423;-1.4909779045283789;-2.1490620336815147;36959.6;36721.5;37528;37519;36620;36500;37474.37;37468.92
1612448658756;-1.4909779045283789;-2.1490620336815147;36959.6;36721.5;37528;37519;36620;36500;37476.67;37472.28
1612448662051;-1.4358099098618626;-2.0812223348088077;36959.6;36721.5;37502;37498;36620;36500;37477.60;37474.62
1612448665303;-1.4358099098618626;-2.0812223348088077;36959.6;36721.5;37502;37498;36620;36500;37481.21;37474.51
1612448668627;-1.433181321172361;-2.0812223348088077;36959.6;36721.5;37502;37497;36620;36500;37481.99;37479.51
1612448673369;-1.433181321172361;-2.0812223348088077;36959.6;36721.5;37502;37497;36620;36500;37466.29;37462.60
1612448676605;-1.433181321172361;-2.076;36959.6;36721.5;37500;37497;36620;36500;37449.87;37438.56
1612448679986;-1.433181321172361;-2.076;36959.6;36721.5;37500;37497;36620;36500;37449.62;37440.82
1612448683332;-1.433181321172361;-2.076;36959.6;36721.5;37500;37497;36620;36500;37453.35;37441.60
1612448687172;-1.433181321172361;-2.076;36959.6;36721.5;37500;37497;36620;36500;37425.29;37425.28
1612448690664;-1.3568912138358091;-2.0159030872268335;36959.6;36721.5;37477;37468;36620;36500;37406.86;37405.53
1612448694013;-1.3568912138358091;-2.0159030872268335;36959.6;36721.5;37477;37468;36620;36500;37412.36;37408.97
1612448697285;-1.2514694880837895;-1.91121083420146;36959.6;36721.5;37437;37428;36620;36500;37406.65;37405.53
1612448700993;-1.2514694880837895;-1.91121083420146;36959.6;36721.5;37437;37428;36620;36500;37420.41;37412.90
1612448704678;-1.267297109579535;-1.940023499252297;36959.6;36721.5;37448;37434;36620;36500;37427.98;37417.01
1612448708082;-1.267297109579535;-1.940023499252297;36959.6;36721.5;37448;37434;36620;36500;37434.97;37421.50
1612448711437;-1.267297109579535;-1.940023499252297;36959.6;36721.5;37448;37434;36620;36500;37443.75;37433.20
1612448714711;-1.267297109579535;-1.940023499252297;36959.6;36721.5;37448;37434;36620;36500;37472.69;37467.58
1612448719917;-1.320019223580926;-2.0028287788215193;36959.6;36721.5;37472;37454;36620;36500;37500.00;37493.51
1612448724242;-1.320019223580926;-2.0028287788215193;36959.6;36721.5;37472;37454;36620;36500;37512.87;37496.21
1612448727512;-1.4778482699792095;-2.172523110530944;36959.6;36721.5;37537;37514;36620;36500;37494.68;37484.79
1612448731379;-1.4778482699792095;-2.172523110530944;36959.6;36721.5;37537;37514;36620;36500;37495.26;37487.45
1612448734853;-1.4883522575830255;-2.154030646235827;36959.6;36716.700000000004;37525;37518;36620;36500;37483.36;37477.94
1612448738178;-1.4883522575830255;-2.154030646235827;36959.6;36716.700000000004;37525;37518;36620;36500;37515.32;37498.48
1612448741450;-1.4883522575830255;-2.154030646235827;36959.6;36716.700000000004;37525;37518;36620;36500;37511.70;37500.41
1612448744939;-1.4883522575830255;-2.154030646235827;36959.6;36716.700000000004;37525;37518;36620;36500;37489.49;37482.51
1612448749507;-1.5277222710681326;-2.2139661233620878;36959.6;36716.700000000004;37548;37533;36620;36500;37481.21;37472.51
1612448752740;-1.5277222710681326;-2.2139661233620878;36959.6;36716.700000000004;37548;37533;36620;36500;37475.04;37472.85
1612448756116;-1.4410666666666683;-2.1070733463086744;36959.6;36716.700000000004;37507;37500;36620;36500;37496.99;37484.38
1612448759476;-1.4410666666666683;-2.1070733463086744;36959.6;36716.700000000004;37507;37500;36620;36500;37484.33;37478.59
1612448764731;-1.4232000000000133;-2.3139680592956013;36966.299999999996;36639.1;37507;37500;36620;36500;37492.67;37484.58
1612448768085;-1.4232000000000133;-2.3139680592956013;36966.299999999996;36639.1;37507;37500;36620;36500;37509.67;37502.89
1612448771424;-1.457361448031358;-2.3321959801674064;36966.299999999996;36639.1;37514;37513;36620;36500;37518.72;37503.12
1612448774698;-1.457361448031358;-2.3321959801674064;36966.299999999996;36639.1;37514;37513;36620;36500;37489.92;37483.41
1612448778889;-1.5005196258693676;-2.3686314218716698;36963.9;36639.1;37528;37527;36620;36500;37509.78;37500.23
1612448782276;-1.5005196258693676;-2.3686314218716698;36963.9;36639.1;37528;37527;36620;36500;37501.54;37495.71
1612448785594;-1.5136416924224627;-2.4050396888817938;36963.9;36639.1;37542;37532;36620;36500;37512.29;37505.20
1612448788979;-1.5136416924224627;-2.4050396888817938;36963.9;36639.1;37542;37532;36620;36500;37519.53;37511.18
1612448793246;-1.5136416924224627;-2.4050396888817938;36963.9;36639.1;37542;37532;36620;36500;37508.19;37504.15
1612448797685;-1.5136416924224627;-2.4050396888817938;36963.9;36639.1;37542;37532;36620;36500;37513.30;37509.24
1612448801176;-1.550364885740152;-2.4414208115880354;36963.9;36639.1;37556;37546;36620;36500;37502.70;37499.82
