
1612448650936;430;404.4;416.9;412.4;427.822;427.801
1612448654423;430;404.4;416.9;412.4;427.853;427.821
1612448658756;430;404.4;416.9;412.4;427.850;427.812
1612448662051;430;404.4;416.9;412.4;427.826;427.790
1612448665303;430;404.4;416.9;412.4;427.863;427.845
1612448668627;430;404.4;416.9;412.4;427.904;427.859
1612448673369;430;404.4;416.9;412.4;427.720;427.673
1612448676605;430;404.4;416.9;412.4;427.509;427.442
1612448679986;430;404.4;416.9;412.4;427.571;427.401
1612448683332;430;404.4;416.9;412.4;427.510;427.496
1612448687172;430;404.4;416.9;412.4;427.420;427.307
1612448690664;430;404.4;416.9;412.4;427.401;427.356
1612448694013;430;404.4;416.9;412.4;427.448;427.400
1612448697285;430;404.4;416.9;412.4;427.535;427.458
1612448700993;430;404.4;416.9;412.4;427.480;427.389
1612448704678;430;404.4;416.9;412.4;427.578;427.475
1612448708082;430;404.4;416.9;412.4;427.461;427.419
1612448711437;430;404.4;416.9;412.4;427.668;427.591
1612448714711;430;404.4;416.9;412.4;427.724;427.683
1612448719917;430;404.4;416.9;412.4;427.851;427.826
1612448724242;430;404.4;416.9;412.4;428.147;427.981
1612448727512;430;404.4;416.9;412.4;428.173;428.061
1612448731379;430;404.4;416.9;412.4;428.216;428.125
1612448734853;430;404.4;416.9;412.4;427.965;427.916
1612448738178;430;404.4;416.9;412.4;428.210;428.151
1612448741450;430;404.4;416.9;412.4;428.165;428.112
1612448744939;430;404.4;416.9;412.4;428.137;428.082
1612448749507;430;404.4;416.9;412.4;427.914;427.792
1612448752740;430;404.4;416.9;412.4;427.896;427.880
1612448756116;430;404.4;416.9;412.4;428.194;428.074
1612448759476;430;404.4;416.9;412.4;428.120;427.999
1612448764731;430;404.4;416.9;412.4;428.228;428.171
1612448768085;430;404.4;416.9;412.4;428.378;428.324
1612448771424;430;404.4;416.9;412.4;428.170;428.147
1612448774698;430;404.4;416.9;412.4;428.009;427.965
1612448778889;430;404.4;416.9;412.4;427.973;427.928
1612448782276;430;404.4;416.9;412.4;427.993;427.954
1612448785594;430;404.4;416.9;412.4;427.911;427.892
1612448788979;430;404.4;416.9;412.4;427.880;427.833
1612448793246;430;404.4;416.9;412.4;427.884;427.862
1612448797685;430;404.4;416.9;412.4;427.940;427.879
1612448801176;430;404.4;416.9;412.4;427.872;427.856
1612448804697;430;404.4;416.9;412.4;427.924;427.878
1612448809362;430;404.4;416.9;412.4;427.918;427.875
1612448812685;430;404.4;416.9;412.4;427.900;427.830
1612448816076;430;404.4;416.9;412.4;427.863;427.828
1612448819422;430;404.4;416.9;412.4;427.938;427.815
1612448824214;430;404.4;416.9;412.4;427.943;427.838
1612448827519;430;404.4;416.9;412.4;428.138;428.099
1612448830904;430;404.4;416.9;412.4;428.172;428.118
1612448834190;430;404.4;416.9;412.4;428.216;428.080
1612448839029;430;404.4;416.9;412.4;428.211;428.086
1612448842341;430;404.4;416.9;412.4;428.183;428.077
1612448845719;430;404.4;416.9;412.4;428.073;428.041
1612448849132;430;404.4;416.9;412.4;428.036;427.895
1612448853632;430;404.4;416.9;412.4;427.928;427.824
1612448857609;430;404.4;416.9;412.4;428.056;427.922
1612448860995;430;404.4;416.9;412.4;428.043;427.960
1612448864277;430;404.4;416.9;412.4;428.020;427.917
1612448868968;430;404.4;416.9;412.4;428.089;428.008
1612448872274;430;404.4;416.9;412.4;428.091;428.013
1612448875527;430;404.4;416.9;412.4;428.128;428.036
1612448878967;430;404.4;416.9;412.4;428.093;428.019
1612448883564;430;404.4;416.9;412.4;428.099;428.030
1612448886873;430;404.4;416.9;412.4;428.003;427.965
1612448890366;430;404.4;416.9;412.4;428.017;427.921
1612448893641;430;404.4;416.9;412.4;428.089;428.036
1612448897860;430;404.4;416.9;412.4;428.120;428.026
1612448901295;430;404.4;416.9;412.4;428.051;427.940
1612448904515;430;404.4;416.9;412.4;428.128;427.986
1612448907926;430;404.4;416.9;412.4;428.051;427.952
1612448912344;430;404.4;416.9;412.4;428.122;428.056
1612448916694;430;404.4;416.9;412.4;428.034;427.949
1612448920090;430;404.4;416.9;412.4;428.020;427.986
1612448944668;430;404.4;416.9;412.4;428.060;428.021
1612448948231;430;404.4;416.9;412.4;428.057;428.021
1612448951892;430;404.4;416.9;412.4;428.087;428.051
1612448955294;430;404.4;416.9;412.4;428.256;428.215
1612448959681;429.3;404.4;416.9;412.4;428.364;428.237
1612448962974;429.3;404.4;416.9;412.4;428.285;428.118
1612448966305;429.3;404.4;416.9;412.4;428.183;428.119
1612448969594;429.3;404.4;416.9;412.4;428.177;428.144
1612448974121;425;404.4;416.9;412.4;428.070;428.047
1612448977448;425;404.4;416.9;412.4;428.114;428.078
1612448980785;425;404.4;416.9;412.4;428.096;428.069
1612448984139;425;404.4;416.9;412.4;428.043;428.004
1612448988801;425;404.4;416.9;412.4;428.085;428.049
1612448992082;425;404.4;416.9;412.4;428.110;428.033
1612448995352;425;404.4;416.9;412.4;428.081;428.047
1612448998794;425;404.4;416.9;412.4;428.062;428.032
1612449003256;425;404.4;416.9;412.4;428.183;428.026
1612449006557;425;404.4;416.9;412.4;428.251;428.153
1612449009872;425;404.4;416.9;412.4;428.045;427.994
1612449013198;425;404.4;416.9;412.4;428.039;428.007
1612449017422;424.20000000000005;404.4;416.9;412.4;428.220;428.117
1612449020973;424.20000000000005;404.4;416.9;412.4;428.181;428.078
1612449024381;424.20000000000005;404.4;416.9;412.4;428.145;428.104
1612449027788;424.20000000000005;404.4;416.9;412.4;428.265;428.159
1612449031537;424.20000000000005;404.4;416.9;412.4;428.261;428.227
1612449035485;424.20000000000005;404.4;416.9;412.4;428.242;428.165
1612449038825;424.20000000000005;404.4;416.9;412.4;428.209;428.181
1612449042198;424.20000000000005;404.4;416.9;412.4;428.346;428.223
1612449046048;424.20000000000005;404.4;416.9;412.4;428.121;428.084
1612449050015;424.20000000000005;404.4;416.9;412.4;428.294;428.245
1612449053277;424.20000000000005;404.4;416.9;412.4;428.206;428.147
1612449056627;424.20000000000005;404.4;416.9;412.4;428.216;428.165
1612449060035;424.20000000000005;404.4;416.9;412.4;428.230;428.174
1612449064444;424.20000000000005;404.4;416.9;412.4;428.277;428.182
1612449067838;424.20000000000005;404.4;416.9;412.4;428.183;428.155
1612449071124;424.20000000000005;404.4;416.9;412.4;428.180;428.151
1612449074632;424.20000000000005;404.4;416.9;412.4;428.408;428.309
1612449079318;424.20000000000005;404.4;416.9;412.4;428.287;428.258
1612449082642;424.20000000000005;404.4;416.9;412.4;428.308;428.257
1612449085994;424.20000000000005;404.4;416.9;412.4;428.122;428.080
1612449089309;424.20000000000005;404.4;416.9;412.4;427.985;427.901
1612449093562;424.20000000000005;404.4;416.9;412.4;427.886;427.802
1612449096883;424.20000000000005;404.4;416.9;412.4;427.867;427.835
1612449100332;424.20000000000005;404.4;416.9;412.4;428.098;427.943
1612449103737;424.20000000000005;404.4;416.9;412.4;427.857;427.802
1612449108149;424.20000000000005;404.4;416.9;412.4;427.932;427.715
1612449111745;424.20000000000005;404.4;416.9;412.4;427.553;427.515
1612449115017;424.20000000000005;404.4;416.9;412.4;427.624;427.569
1612449118321;424.20000000000005;404.4;416.9;412.4;427.837;427.751
1612449122515;424.20000000000005;404.4;416.9;412.4;427.911;427.798
1612449125903;424.20000000000005;404.4;416.9;412.4;427.916;427.787
1612449129420;424.20000000000005;404.4;416.9;412.4;427.873;427.753
1612449132851;424.20000000000005;404.4;416.9;412.4;427.930;427.685
1612449136807;424.20000000000005;404.4;416.9;412.4;427.930;427.838
1612449140536;424.20000000000005;404.4;416.9;412.4;427.858;427.695
1612449143866;424.20000000000005;404.4;416.9;412.4;427.930;427.820
1612449147234;424.20000000000005;404.4;416.9;412.4;427.870;427.803
1612449150791;424.20000000000005;404.4;416.9;412.4;428.006;427.886
1612449155475;424.20000000000005;404.4;416.9;412.4;427.974;427.901
1612449159448;424.20000000000005;404.4;416.9;412.4;427.891;427.808
1612449162779;424.20000000000005;404.4;416.9;412.4;427.868;427.790
1612449166496;424.20000000000005;404.4;416.9;412.4;427.738;427.682
1612449170738;424.20000000000005;404.4;416.9;412.4;427.584;427.525
1612449174110;424.20000000000005;404.4;416.9;412.4;427.547;427.492
1612449177375;424.20000000000005;404.4;416.9;412.4;427.531;427.459
1612449181486;424.20000000000005;404.4;416.9;412.4;427.597;427.460
1612449185576;424.20000000000005;404.4;416.9;412.4;427.682;427.543
1612449189997;424.20000000000005;404.4;416.9;412.4;427.844;427.657
1612449193353;424.20000000000005;404.4;416.9;412.4;427.879;427.664
1612449197392;424.20000000000005;404.4;416.9;412.4;428.018;427.845
1612449200887;424.20000000000005;404.4;416.9;412.4;428.000;427.826
1612449204430;424.20000000000005;404.4;416.9;412.4;427.886;427.697
1612449207733;424.20000000000005;404.4;416.9;412.4;427.967;427.866
1612449211518;424.20000000000005;404.4;416.9;412.4;427.978;427.868
1612449215172;424.20000000000005;404.4;416.9;412.4;427.955;427.822
1612449218452;424.20000000000005;404.4;416.9;412.4;427.924;427.833
1612449221686;424.20000000000005;404.4;416.9;412.4;427.887;427.760
1612449225021;424.20000000000005;404.4;416.9;412.4;427.788;427.620
1612449229556;424.20000000000005;404.4;416.9;412.4;427.846;427.607
1612449232990;424.20000000000005;404.4;416.9;412.4;427.776;427.678
1612449236270;424.20000000000005;404.4;416.9;412.4;427.663;427.563
1612449239551;424.20000000000005;404.4;416.9;412.4;427.625;427.591
1612449244381;424.20000000000005;404.4;416.9;412.4;427.544;427.484
1612449248298;424.20000000000005;404.4;416.9;412.4;427.588;427.502
1612449251617;424.20000000000005;404.4;416.9;412.4;427.586;427.507
1612449255003;424.20000000000005;404.4;416.9;412.4;427.548;427.453
1612449259521;424.20000000000005;404.4;416.9;412.4;427.531;427.414
1612449263001;424.20000000000005;404.4;416.9;412.4;427.580;427.403
1612449266394;424.20000000000005;404.4;416.9;412.4;427.458;427.338
