
1612448650936;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448654423;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448658756;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18501;
1612448662051;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18501;
1612448665303;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18501;
1612448668627;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18501;
1612448673369;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18501;
1612448676605;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18501;
1612448679986;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18501;
1612448683332;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18501;
1612448687172;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448690664;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18503;
1612448694013;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18503;
1612448697285;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448700993;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448704678;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448708082;1168.6000000000001;1162.1999999999998;1.1977;1.1974;1.21930;1.18503;
1612448711437;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18503;
1612448714711;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18503;
1612448719917;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18503;
1612448724242;1168.6000000000001;1162.1999999999998;1.1977;1.1975;1.21930;1.18503;
1612448727512;1168.6000000000001;1162.1999999999998;1.1977;1.1972;1.21930;1.18503;
1612448731379;1168.6000000000001;1162.1999999999998;1.1977;1.1972;1.21930;1.18503;
1612448734853;1168.6000000000001;1162.1999999999998;1.1977;1.1972;1.21930;1.18503;
1612448738178;1168.6000000000001;1162.1999999999998;1.1977;1.1972;1.21930;1.18503;
1612448741450;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448744939;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448749507;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448752740;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448756116;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448759476;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448764731;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448768085;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448771424;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448774698;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18503;
1612448778889;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18501;
1612448782276;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18501;
1612448785594;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18501;
1612448788979;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18501;
1612448793246;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18501;
1612448797685;1168.6000000000001;1162.1999999999998;1.1977;1.1973;1.21930;1.18501;
1612448801176;1168.6000000000001;1162.1999999999998;1.1981;1.1973;1.21930;1.18501;
1612448804697;1168.6000000000001;1162.1999999999998;1.1981;1.1973;1.21930;1.18501;
1612448809362;1168.6000000000001;1162.1999999999998;1.1981;1.1973;1.21930;1.18503;
1612448812685;1168.6000000000001;1162.1999999999998;1.1981;1.1973;1.21930;1.18503;
1612448816076;1168.6000000000001;1162.1999999999998;1.1978;1.1976;1.21930;1.18503;
1612448819422;1168.6000000000001;1162.1999999999998;1.1978;1.1976;1.21930;1.18503;
1612448824214;1168.6000000000001;1162.1999999999998;1.1978;1.1976;1.21930;1.18503;
1612448827519;1168.6000000000001;1162.1999999999998;1.1978;1.1976;1.21930;1.18503;
1612448830904;1168.6000000000001;1162.1999999999998;1.1978;1.1976;1.21930;1.18503;
